Регіон	Тип ради	Партія	Кількість голосів, поданих за партію	Кількість мандатів	Вакантні мандати
Львівська обл., Дрогобицька міська рада	Міська рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3486	5	0
Львівська обл., Дрогобицька міська рада	Міська рада	"Політична партія ""Громадянська позиція"""	3365	5	0
Львівська обл., Дрогобицька міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2983	4	0
Львівська обл., Дрогобицька міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1724	2	0
Львівська обл., Дрогобицька міська рада	Міська рада	політична партія Народний Рух України	1710	2	0
Львівська обл., Дрогобицька міська рада	Міська рада	Радикальна партія Олега Ляшка	1523	0	0
Львівська обл., Дрогобицька міська рада	Міська рада	"Політична партія ""Українська Галицька партія"""	1136	0	0
Львівська обл., Дрогобицька міська рада	Міська рада	політична партія Конгрес Українських Націоналістів	1085	0	0
Львівська обл., Дрогобицька міська рада	Міська рада	"Політична партія ""Наш край"""	341	0	0
Львівська обл., Дрогобицька міська рада	Міська рада	Партія Християнсько-Демократичний Союз	337	0	0
Львівська обл., Дрогобицька міська рада	Міська рада	"Політична партія ""Воля"""	288	0	0
Львівська обл., Самбірська міська рада	Міська рада	"Політична партія ""Воля"""	2725	8	0
Львівська обл., Самбірська міська рада	Міська рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1723	5	0
Львівська обл., Самбірська міська рада	Міська рада	Радикальна партія Олега Ляшка	1559	4	0
Львівська обл., Самбірська міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1256	3	0
Львівська обл., Самбірська міська рада	Міська рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	1213	3	0
Львівська обл., Самбірська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	1192	3	0
Львівська обл., Самбірська міська рада	Міська рада	політична партія Конгрес Українських Націоналістів	915	3	0
Львівська обл., Самбірська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	898	3	0
Львівська обл., Самбірська міська рада	Міська рада	політична партія Народний Рух України	882	2	0
Львівська обл., Самбірська міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	633	0	0
Львівська обл., Самбірська міська рада	Міська рада	"Політична партія ""Громадянська позиція"""	505	0	0
Львівська обл., Самбірська міська рада	Міська рада	Народна Партія	438	0	0
Львівська обл., Самбірська міська рада	Міська рада	політична партія ДемАльянс (Демократичний альянс)	252	0	0
Львівська обл., Самбірська міська рада	Міська рада	"Політична партія ""Наш край"""	200	0	0
Львівська обл., Стрийська міська рада	Міська рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	3000	6	0
Львівська обл., Стрийська міська рада	Міська рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	2923	6	0
Львівська обл., Стрийська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2644	5	0
Львівська обл., Стрийська міська рада	Міська рада	"Політична партія ""Громадянська позиція"""	2319	4	0
Львівська обл., Стрийська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	1822	4	0
Львівська обл., Стрийська міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1336	3	0
Львівська обл., Стрийська міська рада	Міська рада	"Політична партія ""Сила людей"""	1193	2	0
Львівська обл., Стрийська міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1163	2	0
Львівська обл., Стрийська міська рада	Міська рада	політична партія Конгрес Українських Націоналістів	1088	2	0
Львівська обл., Стрийська міська рада	Міська рада	Радикальна партія Олега Ляшка	875	0	0
Львівська обл., Стрийська міська рада	Міська рада	"Політична партія ""ПАТРІОТ"""	604	0	0
Львівська обл., Стрийська міська рада	Міська рада	"Політична партія ""Воля"""	350	0	0
Львівська обл., Стрийська міська рада	Міська рада	"Політична партія ""Наш край"""	160	0	0
Львівська обл., Трускавецька міська рада	Міська рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	1361	5	0
Львівська обл., Трускавецька міська рада	Міська рада	"Політична партія ""Громадянська позиція"""	1320	4	0
Львівська обл., Трускавецька міська рада	Міська рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1167	4	0
Львівська обл., Трускавецька міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	916	3	0
Львівська обл., Трускавецька міська рада	Міська рада	політична партія Конгрес Українських Націоналістів	897	3	0
Львівська обл., Трускавецька міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	844	3	0
Львівська обл., Трускавецька міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	676	2	0
Львівська обл., Трускавецька міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	515	2	0
Львівська обл., Трускавецька міська рада	Міська рада	Українська партія честі, боротьби з корупцією та організованою злочинністю	369	0	0
Львівська обл., Трускавецька міська рада	Міська рада	"Політична партія ""Сила людей"""	270	0	0
Львівська обл., Трускавецька міська рада	Міська рада	Радикальна партія Олега Ляшка	250	0	0
Львівська обл., Трускавецька міська рада	Міська рада	політична партія Народний Рух України	210	0	0
Львівська обл., Трускавецька міська рада	Міська рада	"Політична партія ""Наш край"""	86	0	0
Львівська обл., Червоноградська міська рада	Міська рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	5432	7	0
Львівська обл., Червоноградська міська рада	Міська рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	4023	6	0
Львівська обл., Червоноградська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	3710	5	0
Львівська обл., Червоноградська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	3616	5	0
Львівська обл., Червоноградська міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	2962	4	0
Львівська обл., Червоноградська міська рада	Міська рада	Радикальна партія Олега Ляшка	2794	4	0
Львівська обл., Червоноградська міська рада	Міська рада	політична партія Народний Рух України	2002	3	0
Львівська обл., Червоноградська міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1822	2	0
Львівська обл., Червоноградська міська рада	Міська рада	"Політична партія ""Громадянська позиція"""	1373	0	0
Львівська обл., Червоноградська міська рада	Міська рада	"Політична партія ""Сила людей"""	805	0	0
Львівська обл., Червоноградська міська рада	Міська рада	"Політична партія ""Наш край"""	546	0	0
Львівська обл., Бродівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	5630	8	0
Львівська обл., Бродівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	4703	6	0
Львівська обл., Бродівська районна рада	Районна рада	Радикальна партія Олега Ляшка	3135	4	0
Львівська обл., Бродівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2583	3	0
Львівська обл., Бродівська районна рада	Районна рада	політична партія Народний Рух України	2201	3	0
Львівська обл., Бродівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2007	3	0
Львівська обл., Бродівська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	1913	3	0
Львівська обл., Бродівська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	1507	2	0
Львівська обл., Бродівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1307	2	0
Львівська обл., Бродівська районна рада	Районна рада	"Політична партія ""Наш край"""	719	0	0
Львівська обл., Буська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	4360	7	0
Львівська обл., Буська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3542	5	0
Львівська обл., Буська районна рада	Районна рада	політична партія Народний Рух України	3259	5	0
Львівська обл., Буська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	2418	4	0
Львівська обл., Буська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	2288	4	0
Львівська обл., Буська районна рада	Районна рада	Радикальна партія Олега Ляшка	2070	3	0
Львівська обл., Буська районна рада	Районна рада	Українська республіканська партія 	1963	3	0
Львівська обл., Буська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1851	3	0
Львівська обл., Буська районна рада	Районна рада	"Політична партія ""Наш край"""	448	0	0
Львівська обл., Буська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	347	0	0
Львівська обл., Городоцька районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	7483	9	0
Львівська обл., Городоцька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	4425	6	0
Львівська обл., Городоцька районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	4204	5	0
Львівська обл., Городоцька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	3677	5	0
Львівська обл., Городоцька районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	2817	4	0
Львівська обл., Городоцька районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	2669	3	0
Львівська обл., Городоцька районна рада	Районна рада	Радикальна партія Олега Ляшка	1929	2	0
Львівська обл., Городоцька районна рада	Районна рада	"Політична партія ""Воля"""	1849	2	0
Львівська обл., Дрогобицька районна рада	Районна рада	політична партія Народний Рух України	5873	8	0
Львівська обл., Дрогобицька районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	5783	8	0
Львівська обл., Дрогобицька районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	4124	6	0
Львівська обл., Дрогобицька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	4072	6	0
Львівська обл., Дрогобицька районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	3631	5	0
Львівська обл., Дрогобицька районна рада	Районна рада	політична партія Конгрес Українських Націоналістів	3127	4	0
Львівська обл., Дрогобицька районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	2468	4	0
Львівська обл., Дрогобицька районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2240	3	0
Львівська обл., Дрогобицька районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	2153	3	0
Львівська обл., Дрогобицька районна рада	Районна рада	Радикальна партія Олега Ляшка	1361	0	0
Львівська обл., Дрогобицька районна рада	Районна рада	"Політична партія ""Наш край"""	1115	0	0
Львівська обл., Дрогобицька районна рада	Районна рада	"Політична партія ""Воля"""	293	0	0
Львівська обл., Жидачівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	6009	8	0
Львівська обл., Жидачівська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	5464	7	0
Львівська обл., Жидачівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	3972	5	0
Львівська обл., Жидачівська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	3553	5	0
Львівська обл., Жидачівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	3410	5	0
Львівська обл., Жидачівська районна рада	Районна рада	"Політична партія ""Українська Галицька партія"""	2664	3	0
Львівська обл., Жидачівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2538	3	0
Львівська обл., Жидачівська районна рада	Районна рада	Радикальна партія Олега Ляшка	1364	0	0
Львівська обл., Жидачівська районна рада	Районна рада	політична партія Народний Рух України	1310	0	0
Львівська обл., Жидачівська районна рада	Районна рада	"Політична партія ""Наш край"""	1185	0	0
Львівська обл., Жидачівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1061	0	0
Львівська обл., Жидачівська районна рада	Районна рада	"Політична партія ""ПАТРІОТ"""	562	0	0
Львівська обл., Жидачівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛІСТИ"""	383	0	0
Львівська обл., Жовківська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	13098	13	0
Львівська обл., Жовківська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	6178	6	0
Львівська обл., Жовківська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	6083	6	0
Львівська обл., Жовківська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	5212	5	0
Львівська обл., Жовківська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	4423	5	0
Львівська обл., Жовківська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	3808	4	0
Львівська обл., Жовківська районна рада	Районна рада	"Політична партія ""Наш край"""	3087	3	0
Львівська обл., Жовківська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2822	3	0
Львівська обл., Жовківська районна рада	Районна рада	Радикальна партія Олега Ляшка	2372	0	0
Львівська обл., Жовківська районна рада	Районна рада	політична партія Народний Рух України	862	0	0
Львівська обл., Жовківська районна рада	Районна рада	"Політична партія ""Сила людей"""	521	0	0
Львівська обл., Золочівська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	6498	8	0
Львівська обл., Золочівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	4021	5	0
Львівська обл., Золочівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	3453	4	0
Львівська обл., Золочівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	3411	4	0
Львівська обл., Золочівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	3206	4	0
Львівська обл., Золочівська районна рада	Районна рада	Радикальна партія Олега Ляшка	2495	3	0
Львівська обл., Золочівська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	2404	3	0
Львівська обл., Золочівська районна рада	Районна рада	політична партія Народний Рух України	2035	3	0
Львівська обл., Золочівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1846	2	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	5925	8	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	3531	5	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	політична партія Народний Рух України	3448	4	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"Політична партія ""Громадянська позиція"""	2970	4	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2567	3	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	політична партія Конгрес Українських Націоналістів	2181	3	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	2058	3	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1571	2	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1445	2	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	"Політична партія ""Наш край"""	855	0	0
'Львівська обл., Кам''янка-Бузька районна рада'	Районна рада	Радикальна партія Олега Ляшка	710	0	0
Львівська обл., Миколаївська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	5970	8	0
Львівська обл., Миколаївська районна рада	Районна рада	політична партія Народний Рух України	4119	5	0
Львівська обл., Миколаївська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	3935	5	0
Львівська обл., Миколаївська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	3710	5	0
Львівська обл., Миколаївська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	3385	4	0
Львівська обл., Миколаївська районна рада	Районна рада	Радикальна партія Олега Ляшка	2060	3	0
Львівська обл., Миколаївська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	1611	2	0
Львівська обл., Миколаївська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	1569	2	0
Львівська обл., Миколаївська районна рада	Районна рада	Українська республіканська партія 	1273	0	0
Львівська обл., Миколаївська районна рада	Районна рада	"Політична партія ""Наш край"""	727	0	0
Львівська обл., Миколаївська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	685	0	0
Львівська обл., Мостиська районна рада	Районна рада	Радикальна партія Олега Ляшка	4676	8	0
Львівська обл., Мостиська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3970	7	0
Львівська обл., Мостиська районна рада	Районна рада	"Політична партія ""Українська Галицька партія"""	2824	5	0
Львівська обл., Мостиська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2593	4	0
Львівська обл., Мостиська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	2197	4	0
Львівська обл., Мостиська районна рада	Районна рада	політична партія Народний Рух України	2031	3	0
Львівська обл., Мостиська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	1813	3	0
Львівська обл., Мостиська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1331	0	0
Львівська обл., Мостиська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1260	0	0
Львівська обл., Мостиська районна рада	Районна рада	"Політична партія ""Європейська партія України"""	1199	0	0
Львівська обл., Мостиська районна рада	Районна рада	"Політична партія ""Наш край"""	1095	0	0
Львівська обл., Мостиська районна рада	Районна рада	політична партія Конгрес Українських Націоналістів	1074	0	0
Львівська обл., Мостиська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	1051	0	0
Львівська обл., Перемишлянська районна рада	Районна рада	політична партія Народний Рух України	3036	5	0
Львівська обл., Перемишлянська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	2933	5	0
Львівська обл., Перемишлянська районна рада	Районна рада	"Політична партія ""Наш край"""	2447	4	0
Львівська обл., Перемишлянська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2008	3	0
Львівська обл., Перемишлянська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	1943	3	0
Львівська обл., Перемишлянська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	1865	3	0
Львівська обл., Перемишлянська районна рада	Районна рада	Радикальна партія Олега Ляшка	1823	3	0
Львівська обл., Перемишлянська районна рада	Районна рада	"Політична партія ""Українська Галицька партія"""	1636	3	0
Львівська обл., Перемишлянська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	1625	3	0
Львівська обл., Перемишлянська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1565	2	0
Львівська обл., Перемишлянська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	953	0	0
Львівська обл., Пустомитівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	15495	12	0
Львівська обл., Пустомитівська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	7901	6	0
Львівська обл., Пустомитівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	6346	5	0
Львівська обл., Пустомитівська районна рада	Районна рада	політична партія Народний Рух України	5332	4	0
Львівська обл., Пустомитівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	5245	4	0
Львівська обл., Пустомитівська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	4954	4	0
Львівська обл., Пустомитівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	4651	3	0
Львівська обл., Пустомитівська районна рада	Районна рада	Радикальна партія Олега Ляшка	3585	3	0
Львівська обл., Пустомитівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1678	0	0
Львівська обл., Пустомитівська районна рада	Районна рада	"Політична партія ""Наш край"""	797	0	0
Львівська обл., Пустомитівська районна рада	Районна рада	Українська республіканська партія 	197	0	0
Львівська обл., Радехівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	4478	7	0
Львівська обл., Радехівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3589	6	0
Львівська обл., Радехівська районна рада	Районна рада	політична партія Народний Рух України	3454	5	0
Львівська обл., Радехівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	2822	4	0
Львівська обл., Радехівська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	2685	4	0
Львівська обл., Радехівська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	2169	3	0
Львівська обл., Радехівська районна рада	Районна рада	Радикальна партія Олега Ляшка	1835	3	0
Львівська обл., Радехівська районна рада	Районна рада	"Політична партія ""Наш край"""	1422	2	0
Львівська обл., Радехівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	1049	0	0
Львівська обл., Радехівська районна рада	Районна рада	"Політична партія ""Українська Галицька партія"""	957	0	0
Львівська обл., Самбірська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	10453	12	0
Львівська обл., Самбірська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	3648	4	0
Львівська обл., Самбірська районна рада	Районна рада	"Політична партія ""Громадянська позиція"""	3585	4	0
Львівська обл., Самбірська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	3488	4	0
Львівська обл., Самбірська районна рада	Районна рада	Радикальна партія Олега Ляшка	2601	3	0
Львівська обл., Самбірська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2421	3	0
Львівська обл., Самбірська районна рада	Районна рада	політична партія Народний Рух України	2221	3	0
Львівська обл., Самбірська районна рада	Районна рада	"Політична партія ""Наш край"""	2100	3	0
Львівська обл., Самбірська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	1713	0	0
Львівська обл., Самбірська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	1697	0	0
Львівська обл., Самбірська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА"""	367	0	0
Львівська обл., Сколівська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3309	5	0
Львівська обл., Сколівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2865	5	0
Львівська обл., Сколівська районна рада	Районна рада	Партія Християнсько-Демократичний Союз	2853	5	0
Львівська обл., Сколівська районна рада	Районна рада	"Політична партія ""Європейська партія України"""	2559	4	0
Львівська обл., Сколівська районна рада	Районна рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	2161	4	0
Львівська обл., Сколівська районна рада	Районна рада	"Політична партія ""ПАТРІОТ"""	2091	3	0
Львівська обл., Сколівська районна рада	Районна рада	політична партія Конгрес Українських Націоналістів	1812	3	0
Львівська обл., Сколівська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	1637	3	0
Львівська обл., Сколівська районна рада	Районна рада	політична партія Народний Рух України	1200	2	0
Львівська обл., Сколівська районна рада	Районна рада	Радикальна партія Олега Ляшка	783	0	0
Львівська обл., Сколівська районна рада	Районна рада	"Політична партія ""Наш край"""	708	0	0
